animal_name,animal_gender,animal_birth_year,breed_rc,borough,zip_code,license_issued_date,license_expired_date,extract_year
Loosie,F,2012,Brussels Griffon,Brooklyn,11238,8/4/2015,8/10/2016,2016
Eddie,M,2009,Jack Russell Terrier,Brooklyn,11208,8/4/2015,1/27/2016,2016
Samamtha,F,2009,Golden Retriever,Manhattan,10028,8/4/2015,6/28/2017,2016
Lucy,F,2015,"Coonhound, Treeing Walker",Queens,11367,8/4/2015,8/4/2017,2016
Toby,M,2013,Dachshund Crossbreed,Bronx,10472,8/4/2015,8/4/2016,2016
Rocko,M,2015,"Bull Dog, English",Queens,11436,8/4/2015,8/4/2016,2016
Honey,F,2015,Pit Bull,Brooklyn,11238,8/4/2015,8/4/2016,2016
Finley,M,2014,Australian Shepherd,Queens,11694,8/4/2015,8/4/2016,2016
Tracy,F,2006,Cocker Spaniel,Manhattan,10025,8/4/2015,8/4/2016,2016
Mya,F,2004,Pomeranian,Manhattan,10039,8/4/2015,8/4/2016,2016
Jazz,F,2015,Labrador (or Crossbreed),Manhattan,10024,8/4/2015,8/4/2017,2016
Unknown,F,2014,Boston Terrier,Staten Island,10305,8/4/2015,8/4/2016,2016
Unknown,M,2015,"Bull Dog, English",Staten Island,10312,8/4/2015,8/4/2016,2016
Jasper,M,2012,Boston Terrier,Manhattan,10028,8/4/2015,8/28/2016,2016
Dallas,M,2012,Pomeranian,Queens,11379,8/4/2015,7/8/2016,2016
Lady,F,2008,Maltese,Brooklyn,11208,8/4/2015,8/5/2016,2016
Nick,M,2010,Shetland Sheepdog,Manhattan,10009,8/4/2015,8/19/2016,2016
Coco,F,2010,Unknown,Manhattan,10065,8/4/2015,8/10/2016,2016
Roxie,F,2004,Unknown,Bronx,10463,8/4/2015,7/30/2016,2016
Buddy,M,1999,Unknown,Queens,11103,8/4/2015,8/30/2016,2016
Sherlock,M,2007,Unknown,Queens,11417,8/4/2015,7/29/2016,2016
Cameron,F,2015,Pit Bull,Brooklyn,11208,8/4/2015,8/4/2016,2016
Omega,M,2007,Pit Bull,Brooklyn,11216,8/4/2015,8/4/2016,2016
Bebe,F,2013,Pit Bull,Manhattan,10002,8/4/2015,8/4/2016,2016
Unknown,M,2015,French Bulldog,Manhattan,10025,8/4/2015,8/4/2016,2016
Jackson,M,2014,Rat Terrier,Queens,11423,8/4/2015,8/4/2016,2016
Buddy,M,2010,Dachshund,Queens,11385,8/4/2015,8/4/2020,2016
Shuggie,M,2015,Boxer,Brooklyn,11221,8/4/2015,8/4/2017,2016
Darla,F,2015,Labrador (or Crossbreed),Brooklyn,11201,8/4/2015,8/4/2016,2016
Duoduo,M,2013,"Poodle, Miniature",Queens,11367,8/4/2015,8/22/2017,2016
Bonnie,F,2007,American Staffordshire Terrier,Queens,11385,8/4/2015,6/28/2018,2016
Mayse,F,2012,Shetland Sheepdog,Manhattan,10009,8/4/2015,8/13/2016,2016
Marlowe,M,2015,"Poodle, Standard",Manhattan,10014,8/4/2015,6/22/2017,2016
Lady,F,2000,Unknown,Manhattan,10021,8/4/2015,7/30/2016,2016
Misha,F,2005,Unknown,Manhattan,10018,8/4/2015,7/30/2020,2016
Ozzy,M,2010,"Poodle, Miniature",Queens,11385,8/4/2015,9/15/2016,2016
Sheeka,M,2011,"Schnauzer, Miniature",Queens,11369,8/4/2015,3/16/2017,2016
Ray,F,2011,"Poodle, Toy",Manhattan,10003,8/4/2015,9/12/2016,2016
Sunny,F,2003,Golden Retriever,Manhattan,10029,8/4/2015,8/4/2016,2016
Griever,M,2011,Siberian Husky,Bronx,10456,8/4/2015,7/11/2016,2016
Dutchess,F,2012,Pit Bull,Brooklyn,11215,8/4/2015,8/4/2016,2016
Jazmine,F,2015,Pit Bull,Manhattan,10012,8/4/2015,8/4/2016,2016
Bambi,F,2014,Pit Bull,Bronx,10457,8/4/2015,8/4/2016,2016
Ella,F,2008,English Cocker Spaniel,Manhattan,10065,8/4/2015,8/4/2016,2016
Monte,M,2015,"Bull Dog, English",Staten Island,10312,8/4/2015,8/4/2016,2016
Rina,F,2015,Shih Tzu Crossbreed,Queens,11421,8/4/2015,8/4/2016,2016
Peter,M,2012,Poodle Crossbreed,Manhattan,10028,8/4/2015,8/4/2016,2016
Louis,M,2012,Shih Tzu,Manhattan,10034,8/4/2015,8/4/2016,2016
Motita,F,2014,Maltese,Bronx,10460,8/4/2015,8/4/2016,2016
Grimsby,M,2006,Border Collie,Staten Island,10314,8/4/2015,8/4/2016,2016
Precious,F,2015,Pit Bull,Manhattan,10027,8/4/2015,8/4/2016,2016
Lucie,F,2015,Treeing Tennessee Brindle,Manhattan,10009,8/4/2015,8/4/2016,2016
Trotti,F,2011,Pit Bull,Bronx,10472,8/4/2015,8/4/2016,2016
Monroe,F,2014,Rottweiler,Bronx,10454,8/4/2015,8/4/2016,2016
Tiger,M,2004,Pomeranian,Queens,11421,8/4/2015,8/30/2016,2016
Bandit,M,2004,Rottweiler,Brooklyn,11218,8/4/2015,8/6/2016,2016
Sadie,F,2007,Puggle,Manhattan,10044,8/4/2015,8/8/2017,2016
Vader,M,2008,Chihuahua,Bronx,10453,8/4/2015,8/3/2017,2016
Felix,M,2012,"Poodle, Toy",Manhattan,10128,8/4/2015,8/6/2017,2016
Charlie,M,2012,"Schnauzer, Miniature",Bronx,10455,8/4/2015,9/7/2016,2016
Bemjie,M,2008,Unknown,Brooklyn,11238,8/4/2015,6/17/2017,2016
Montao,F,2009,"Bull Dog, French",Queens,11375,8/4/2015,9/5/2016,2016
Unknown,F,2015,Morkie,Staten Island,10305,8/4/2015,8/4/2016,2016
Lianna,F,2015,German Shepherd Crossbreed,Manhattan,10028,8/4/2015,8/4/2016,2016
Hope,F,2010,Shih Tzu,Manhattan,10280,8/4/2015,8/4/2016,2016
Luna,F,2015,Beagle,Bronx,10455,8/4/2015,8/4/2016,2016
Mello,M,2014,Poodle Crossbreed,Brooklyn,11210,8/4/2015,8/4/2016,2016
Lyra,F,2014,Cairn Terrier,Brooklyn,11209,8/4/2015,8/4/2016,2016
Henry,M,2006,"Poodle, Standard",Brooklyn,11230,8/4/2015,8/4/2016,2016
Onyx,M,2014,Shih Tzu,Bronx,10467,8/4/2015,6/25/2016,2016
Bingo,F,2012,Labrador (or Crossbreed),Bronx,10471,8/4/2015,8/30/2016,2016
Suzy,F,2001,Chihuahua,Manhattan,10025,8/4/2015,8/4/2016,2016
Peanut,M,2009,Pug,Queens,11414,8/4/2015,7/29/2018,2016
Winnie,F,2006,Unknown,Manhattan,10025,8/4/2015,9/15/2016,2016
Callie,F,2009,Maltese,Bronx,10469,8/4/2015,8/5/2016,2016
Tito,M,2009,"Bull Dog, French",Manhattan,10017,8/4/2015,8/26/2016,2016
Chester,M,2010,Pomeranian,Bronx,10461,8/4/2015,8/3/2016,2016
Snoopy,F,2010,Unknown,Brooklyn,11205,8/4/2015,8/15/2016,2016
Koko,M,2006,Chihuahua,Staten Island,10306,8/4/2015,8/3/2016,2016
Couper,M,2013,German Shepherd Crossbreed,Brooklyn,11216,8/4/2015,8/4/2018,2016
Murphy,M,2009,Manchester Terrier,Brooklyn,11209,8/4/2015,8/4/2020,2016
Max,M,2012,Yorkshire Terrier,Bronx,10452,8/4/2015,8/4/2016,2016
Spankford,M,2008,Shih Tzu,Queens,11363,8/4/2015,8/4/2016,2016
Little,F,2007,Terrier Mix,Manhattan,10280,8/4/2015,8/4/2016,2016
Bolt,M,2015,Havanese,Queens,11433,8/4/2015,8/4/2016,2016
King,M,2012,Yorkshire Terrier,Brooklyn,11221,8/4/2015,8/4/2016,2016
Bradley,M,2014,Shih Tzu,Bronx,10475,8/4/2015,8/4/2016,2016
Rocky,M,2014,Beagle Crossbreed,Bronx,10468,8/4/2015,8/4/2016,2016
Jordi,M,2014,Pomeranian,Queens,11373,8/4/2015,8/4/2016,2016
Benjamin,M,2009,Unknown,Manhattan,10009,8/4/2015,8/6/2016,2016
Benitora,M,2004,Pug,Queens,11414,8/4/2015,7/29/2018,2016
Julius,M,2011,Whippet,Manhattan,10024,8/4/2015,8/2/2018,2016
Mozzarella,F,2010,Unknown,Queens,11103,8/4/2015,9/14/2016,2016
Charlie,M,2005,Unknown,Manhattan,10003,8/4/2015,9/21/2016,2016
Gigi,F,2004,"Poodle, Toy",Brooklyn,11201,8/4/2015,8/30/2016,2016
Rita,F,2014,"Bull Dog, French",Manhattan,10011,8/4/2015,9/2/2017,2016
Dexter,M,2012,Pit Bull,Manhattan,10022,8/4/2015,8/5/2017,2016
Sable,F,2014,Pomeranian,Bronx,10467,8/4/2015,8/4/2016,2016
Ben,M,2010,Shih Tzu,Bronx,10459,8/4/2015,8/4/2016,2016
Denahi,M,2015,Havanese,Queens,11433,8/4/2015,8/4/2016,2016
Elvira,F,2005,Shih Tzu,Bronx,10467,8/4/2015,8/4/2016,2016
Levi,M,2007,Australian Shepherd,Manhattan,10009,8/4/2015,8/4/2017,2016
Tubbs,M,2014,Chihuahua Crossbreed,Brooklyn,11231,8/4/2015,8/4/2016,2016
Unknwon,F,2007,"Welsh Corgi, Pembroke",Brooklyn,11215,8/4/2015,8/4/2016,2016
Soroya,F,2000,Pit Bull,Brooklyn,11231,8/4/2015,7/30/2016,2016
Maggie,F,2003,Labrador (or Crossbreed),Queens,11378,8/4/2015,8/30/2016,2016
Sabio,M,2003,Chihuahua,Queens,11356,8/4/2015,7/30/2016,2016
Alli,F,2008,Boxer,Manhattan,10014,8/4/2015,7/19/2020,2016
Olivia,F,2010,Shetland Sheepdog,Manhattan,10017,8/4/2015,10/19/2016,2016
Kitten,M,2012,Unknown,Brooklyn,11206,8/4/2015,8/11/2016,2016
Fred,M,2008,Poodle Crossbreed,Manhattan,10025,8/4/2015,7/28/2017,2016
Saki,F,2008,Shih Tzu,Manhattan,10023,8/4/2015,7/29/2016,2016
Name Not Provided,M,2014,Yorkshire Terrier,Queens,11361,8/5/2015,7/28/2016,2016
Rocks,M,2003,Pit Bull,Bronx,10465,8/5/2015,6/2/2016,2016
Lio,M,2009,Pomeranian,Manhattan,10010,8/5/2015,7/15/2018,2016
Abby,F,2011,Maltese,Bronx,10467,8/5/2015,5/16/2016,2016
Tonks,F,2013,Shetland Sheepdog,Brooklyn,11218,8/5/2015,7/25/2016,2016
Charlie,M,2013,Labrador (or Crossbreed),Manhattan,10009,8/5/2015,8/5/2016,2016
Coco,F,2009,Yorkshire Terrier,Queens,11357,8/5/2015,8/28/2016,2016
Ralphie,M,2010,Unknown,Queens,11417,8/5/2015,8/10/2016,2016
Zooey,M,1999,Pomeranian,Brooklyn,11211,8/5/2015,9/9/2016,2016
Cinnamon,F,2010,Yorkshire Terrier,Brooklyn,11232,8/5/2015,6/24/2017,2016
Barney,M,2003,Maltese,Manhattan,10002,8/5/2015,8/31/2017,2016
Emma,F,2003,"Poodle, Miniature",Manhattan,10023,8/5/2015,8/30/2016,2016
Shane,M,2001,German Shepherd Crossbreed,Bronx,10461,8/5/2015,8/30/2016,2016
Juliet,F,2002,Yorkshire Terrier,Staten Island,10308,8/5/2015,8/30/2016,2016
Name Not Provided,M,2015,Maltese,Brooklyn,11224,8/5/2015,8/5/2016,2016
Hamish,M,2013,Belgian Tervuren,Brooklyn,11225,8/5/2015,8/5/2020,2016
Tasha,F,2005,Rottweiler,Queens,11413,8/5/2015,8/5/2016,2016
Junebug,F,2013,Siberian Husky,Manhattan,10030,8/5/2015,8/5/2016,2016
Memphis,M,2008,Cocker Spaniel,Manhattan,10009,8/5/2015,6/4/2016,2016
Wilson,F,2003,Labrador (or Crossbreed),Manhattan,10024,8/5/2015,8/30/2016,2016
Ozzy,M,2007,Unknown,Queens,11104,8/5/2015,7/5/2016,2016
Sisco,M,2010,Yorkshire Terrier,Brooklyn,11239,8/5/2015,8/26/2016,2016
Mazzy,F,2008,Labrador (or Crossbreed),Manhattan,10025,8/5/2015,8/5/2016,2016
Billy,M,2012,Golden Retriever,Manhattan,10034,8/5/2015,8/5/2016,2016
Chaunce,M,2010,Siberian Husky,Staten Island,10314,8/5/2015,8/5/2017,2016
April,F,2014,Cavalier King Charles Spaniel,Queens,11429,8/5/2015,8/5/2016,2016
Muneco,M,2013,"Poodle, Miniature",Brooklyn,11216,8/5/2015,8/5/2016,2016
Rosco,M,2013,Boxer,Queens,11421,8/5/2015,8/5/2016,2016
Toby,M,2002,Unknown,Manhattan,10036,8/5/2015,8/30/2016,2016
Breeze,M,2010,"Poodle, Miniature",Manhattan,10065,8/5/2015,6/13/2016,2016
King,M,2011,Doberman Pinscher,Manhattan,10013,8/5/2015,8/5/2016,2016
Shadow,M,2014,Pit Bull,Manhattan,10029,8/5/2015,8/5/2016,2016
Emadam,F,2015,Maltipoo,Brooklyn,11208,8/5/2015,8/5/2016,2016
Cupid,M,2007,Chihuahua,Queens,11377,8/5/2015,8/5/2016,2016
Jojo,M,2015,Yorkshire Terrier Crossbreed,Brooklyn,11215,8/5/2015,8/5/2020,2016
Pepper,M,2013,"Schnauzer, Standard",Queens,11375,8/5/2015,8/6/2016,2016
Fern,F,2010,Chihuahua,Brooklyn,11237,8/5/2015,5/31/2016,2016
Bacall,F,2000,Lhasa Apso,Manhattan,10021,8/5/2015,7/30/2016,2016
Thunder,M,2004,"Schnauzer, Miniature",Manhattan,10021,8/5/2015,6/29/2016,2016
Charlie,M,2006,Maltese,Manhattan,10036,8/5/2015,8/30/2016,2016
Toffee,M,2002,Unknown,Brooklyn,11229,8/5/2015,8/30/2016,2016
Gypsy,F,2009,Unknown,Brooklyn,11236,8/5/2015,6/24/2016,2016
Juliett,F,2009,Alaskan Malamute,Staten Island,10309,8/5/2015,8/5/2018,2016
Macy,F,2012,Shih Tzu,Brooklyn,11222,8/5/2015,8/5/2017,2016
Mike,M,2015,Pit Bull,Brooklyn,11221,8/5/2015,8/5/2016,2016
Alpo,M,2005,Pit Bull,Brooklyn,11210,8/5/2015,8/5/2016,2016
Luke,M,2011,Maltese,Queens,11101,8/5/2015,8/5/2016,2016
Monica,F,2009,Labrador (or Crossbreed),Staten Island,10309,8/5/2015,8/5/2018,2016
Blue,F,2014,Pit Bull,Manhattan,10033,8/5/2015,8/5/2020,2016
Shadow,M,2013,Pomeranian,Manhattan,10033,8/5/2015,8/5/2016,2016
Gucci,F,2007,Schnauzer Crossbreed,Manhattan,10036,8/5/2015,8/5/2018,2016
Lexx,M,2002,Pit Bull,Staten Island,10306,8/5/2015,7/8/2017,2016
Penny,F,2000,Pit Bull,Brooklyn,11207,8/5/2015,7/1/2016,2016
Kona,M,2004,Golden Retriever,Manhattan,10024,8/5/2015,8/30/2017,2016
Robleda,F,2000,Unknown,Queens,11368,8/5/2015,8/30/2016,2016
Bandit,M,2003,Shih Tzu,Staten Island,10312,8/5/2015,5/30/2016,2016
Muffin,F,2002,Unknown,Manhattan,10036,8/5/2015,8/6/2016,2016
Hiro,M,2012,Shiba Inu,Brooklyn,11201,8/5/2015,6/17/2016,2016
Mink,M,2010,Pomeranian,Brooklyn,11239,8/5/2015,8/25/2017,2016
Mi,F,2000,Chihuahua Crossbreed,Brooklyn,11208,8/5/2015,8/5/2016,2016
Penny,M,2015,German Shepherd Dog,Bronx,10460,8/5/2015,8/5/2016,2016
Rowan,M,2014,Poodle Crossbreed,Manhattan,10027,8/5/2015,8/5/2016,2016
Sophie,F,2002,American Staffordshire Terrier,Manhattan,10001,8/5/2015,8/5/2017,2016
Diamond,M,2013,Maltese,Brooklyn,11236,8/5/2015,8/5/2018,2016
Blessu,M,2003,Shih Tzu,Manhattan,10019,8/5/2015,8/5/2016,2016
Hunter,M,2002,"Schnauzer, Miniature",Bronx,10459,8/5/2015,7/30/2016,2016
Ruby,F,2002,Unknown,Brooklyn,11232,8/5/2015,7/2/2016,2016
Lana,F,2009,Cocker Spaniel,Queens,11694,8/5/2015,9/3/2018,2016
Daphne,F,2008,Unknown,Manhattan,10025,8/5/2015,6/24/2016,2016
Maya,F,2006,Australian Shepherd,Manhattan,10038,8/5/2015,7/27/2016,2016
Layla,F,2013,Beagle,Manhattan,10128,8/5/2015,7/7/2020,2016
Kai,M,2006,Samoyed,Manhattan,10009,8/5/2015,9/25/2016,2016
Mia,F,2015,Maltese Crossbreed,Brooklyn,11230,8/5/2015,8/5/2016,2016
Bruno,M,2009,Chihuahua,Manhattan,10024,8/5/2015,8/5/2020,2016
Luka,M,2010,Siberian Husky,Staten Island,10314,8/5/2015,8/5/2017,2016
Mambo,M,2007,Pointer,Queens,11106,8/5/2015,8/5/2016,2016
Miller,M,2004,Labrador (or Crossbreed),Manhattan,10014,8/5/2015,7/27/2016,2016
T.j.,M,2007,Golden Retriever,Brooklyn,11221,8/5/2015,9/21/2017,2016
Bam,M,2009,Pug,Manhattan,10028,8/5/2015,9/10/2016,2016
Soulfullil,F,1999,Dachshund Smooth Coat,Staten Island,10314,8/5/2015,8/30/2016,2016
Sophie,F,1999,Doberman Pinscher,Bronx,10463,8/5/2015,8/30/2016,2016
Buster,M,2013,Boston Terrier,Queens,11104,8/5/2015,9/9/2017,2016
Snoopy,M,2008,Unknown,Brooklyn,11206,8/5/2015,8/5/2016,2016
Ally,F,2007,Chihuahua,Brooklyn,11209,8/5/2015,8/5/2016,2016
Charlie,M,2015,Labrador (or Crossbreed),Queens,11372,8/5/2015,8/5/2016,2016
Stevie,F,2015,"Shar-Pei, Chinese",Manhattan,10025,8/5/2015,8/5/2016,2016
Unknown,M,2013,Cairn Terrier,Brooklyn,11226,8/5/2015,8/5/2016,2016
Isabella,F,2012,Unknown,Brooklyn,11234,8/5/2015,6/11/2017,2016
Rosie,F,2012,"Poodle, Toy",Staten Island,10312,8/5/2015,8/6/2016,2016
Rocky,M,2007,Chihuahua,Queens,11379,8/5/2015,8/6/2016,2016
Charley,M,2007,Italian Greyhound,Queens,11355,8/5/2015,6/23/2016,2016
Astro,M,2014,Shiba Inu,Queens,11377,8/5/2015,8/25/2016,2016
Sofie,F,2001,Maltese,Queens,11691,8/6/2015,5/16/2016,2016
Remy,M,2009,Yorkshire Terrier,Queens,11366,8/5/2015,8/28/2016,2016
Zeus,M,2005,Unknown,Brooklyn,11220,8/5/2015,6/25/2016,2016
Teacup,F,2000,Pit Bull,Brooklyn,11237,8/5/2015,6/17/2017,2016
Cooper,M,2010,Chihuahua,Bronx,10455,8/5/2015,2/27/2016,2016
Blizzard,M,2000,Unknown,Brooklyn,11231,8/5/2015,6/29/2016,2016
Buddy,M,2002,Unknown,Queens,11418,8/5/2015,8/30/2016,2016
China,F,2007,Shih Tzu,Manhattan,10039,8/6/2015,8/30/2016,2016
Molly,F,2010,Unknown,Brooklyn,11204,8/6/2015,8/22/2016,2016
Augie,M,2008,"Poodle, Standard",Queens,11377,8/6/2015,6/8/2017,2016
Salomon,M,2002,Siberian Husky,Manhattan,10028,8/6/2015,9/2/2016,2016
Ceelo,M,2011,Shih Tzu,Brooklyn,11239,8/6/2015,8/10/2016,2016
Pochie,M,2012,Shih Tzu,Staten Island,10308,8/6/2015,7/18/2016,2016
Keyno,M,2014,Pit Bull,Manhattan,10026,8/6/2015,8/6/2016,2016
Marley,M,2014,"Poodle, Toy",Bronx,10456,8/6/2015,8/6/2016,2016
Othello,M,2013,Boxer,NA,11249,8/6/2015,8/6/2016,2016
Kobe,M,2009,"Poodle, Miniature",Brooklyn,11226,8/6/2015,8/6/2016,2016
Odie,M,2012,"Schnauzer, Standard",Brooklyn,11231,8/6/2015,7/2/2017,2016
Boris,M,2009,Cane Corso,Queens,11436,8/6/2015,9/14/2018,2016
Kona,F,2011,Boxer,Queens,11378,8/6/2015,7/16/2016,2016
Gatsby,M,2012,"Poodle, Standard",Manhattan,10024,8/6/2015,7/9/2016,2016
Lola,F,2005,Jack Russell Terrier,Brooklyn,11229,8/6/2015,9/4/2016,2016
Mavis,F,2007,Yorkshire Terrier,Manhattan,10019,8/6/2015,9/10/2018,2016
Stiles,M,2005,Unknown,Brooklyn,11213,8/6/2015,8/30/2016,2016
Mister,M,2008,Shih Tzu,Bronx,10467,8/6/2015,3/11/2018,2016
Diane,F,2013,Poodle Crossbreed,Manhattan,10009,8/6/2015,8/6/2018,2016
Melani,F,2015,West High White Terrier,Brooklyn,11224,8/6/2015,8/6/2016,2016
Bailey,M,2014,Morkie,Brooklyn,11239,8/6/2015,8/6/2016,2016
Husky,M,2015,Siberian Husky,Queens,11354,8/6/2015,8/6/2016,2016
Name Not Provided,F,2015,Siberian Husky,Brooklyn,11206,8/6/2015,8/6/2016,2016
Bowser,M,2015,Poodle Crossbreed,Queens,11109,8/6/2015,8/6/2016,2016
Lilo,F,2015,Shiba Inu,Bronx,10463,8/6/2015,8/6/2016,2016
Cody,M,2013,Yorkshire Terrier,Queens,11435,8/6/2015,7/2/2016,2016
Coco,F,2007,Unknown,Brooklyn,11220,8/6/2015,6/26/2016,2016
Choriza,F,2007,Jack Russell Terrier,Brooklyn,11220,8/6/2015,5/2/2016,2016
Sammy,M,2002,Shih Tzu,Brooklyn,11221,8/6/2015,7/30/2016,2016
Sadie,F,2005,Labrador (or Crossbreed),Brooklyn,11215,8/6/2015,4/29/2016,2016
Chester,M,2006,Akita,Queens,11423,8/6/2015,8/30/2016,2016
Sky,F,2014,American Eskimo Dog,Queens,11436,8/6/2015,8/6/2016,2016
Milo,M,2015,Jack Russell Terrier,Bronx,10463,8/6/2015,8/6/2016,2016
Bichon,F,2015,Bichon Frise,Queens,11005,8/6/2015,8/6/2016,2016
Selena,F,2014,Pit Bull,Staten Island,10310,8/6/2015,8/6/2016,2016
Tracey,M,2002,Bull Terrier,Bronx,10457,8/6/2015,8/6/2016,2016
Chlo'e,F,2015,Shih Tzu,Bronx,10465,8/6/2015,8/6/2016,2016
Bella,F,2012,Wire Fox Terrier,Manhattan,10025,8/6/2015,8/22/2016,2016
Nala,F,2003,Unknown,Manhattan,10009,8/6/2015,5/8/2016,2016
Chloe,F,2010,Maltese,Bronx,10462,8/6/2015,5/10/2016,2016
Abbie,F,2006,"Shar-Pei, Chinese",Bronx,10463,8/6/2015,8/5/2017,2016
Name Not Provided,F,2014,Maltese,Manhattan,10022,8/6/2015,8/26/2016,2016
Lola,F,2014,Maltese,Queens,11358,8/6/2015,8/20/2016,2016
Charlie,M,2003,Lhasa Apso,Brooklyn,11211,8/6/2015,7/30/2016,2016
Maggie,F,2007,Chihuahua,Manhattan,10025,8/6/2015,8/8/2016,2016
Sophia,F,2011,Rhodesian Ridgeback,Manhattan,10023,8/6/2015,9/11/2016,2016
Hercules,M,2013,Maltese,Brooklyn,11213,8/6/2015,8/6/2016,2016
Piglet,F,2014,Pug,Brooklyn,11228,8/6/2015,8/6/2016,2016
Viejito,M,2007,Chihuahua,Bronx,10456,8/6/2015,8/6/2016,2016
Onni,F,2012,Rottweiler,Bronx,10457,8/6/2015,8/6/2016,2016
Mia,F,2014,Cocker Spaniel,Staten Island,10314,8/6/2015,8/6/2016,2016
Oscar,M,2015,Chihuahua Crossbreed,Manhattan,10022,8/6/2015,8/6/2016,2016
Carson,M,2015,"Poodle, Miniature",Brooklyn,11236,8/6/2015,8/6/2016,2016
Charles,M,2011,Labrador (or Crossbreed),Manhattan,10026,8/6/2015,8/6/2016,2016
Brooklyn,F,2007,Yorkshire Terrier,Bronx,10461,8/6/2015,8/6/2016,2016
Unknown,F,2012,Shih Tzu Crossbreed,Brooklyn,11220,8/6/2015,8/6/2016,2016
Summit,F,2015,Labradoodle,Manhattan,10028,8/6/2015,8/6/2016,2016
Oliver,M,2015,Pit Bull,Manhattan,10031,8/6/2015,8/6/2016,2016
Bella,F,2010,Morkie,Manhattan,10011,8/6/2015,8/6/2016,2016
Rosco,M,2009,"Bull Dog, English",Brooklyn,11207,8/6/2015,8/20/2016,2016
Bubba,M,2008,Dachshund Smooth Coat,Queens,11385,8/6/2015,8/31/2017,2016
Baby,F,2008,Rottweiler,Brooklyn,11211,8/6/2015,5/19/2016,2016
Scooter,M,2000,Unknown,Bronx,10467,8/6/2015,8/30/2016,2016
Walter,M,2007,"Bull Dog, French",Brooklyn,11201,8/6/2015,5/8/2016,2016
Smudge,M,2007,Unknown,Brooklyn,11237,8/6/2015,2/13/2017,2016
Murphy,M,2013,Bassett Hound,Queens,11364,8/6/2015,6/16/2016,2016
Tank,M,2013,Pit Bull,Brooklyn,11217,8/6/2015,6/19/2016,2016
Oliver,M,2015,Yorkshire Terrier,Staten Island,10309,8/6/2015,8/6/2016,2016
Lola,F,2013,Chihuahua Crossbreed,Brooklyn,11232,8/6/2015,8/6/2017,2016
Smokey,M,2013,Boxer,Brooklyn,11225,8/6/2015,8/6/2016,2016
Kingsley,M,2014,Wire Fox Terrier,Brooklyn,11220,8/6/2015,8/6/2016,2016
Asia,F,2011,Yorkshire Terrier,Queens,11411,8/6/2015,8/6/2016,2016
Pongo,M,2008,Biewer Terrier,Queens,11358,8/6/2015,8/6/2016,2016
Levi,M,2012,Shih Tzu,Brooklyn,11208,8/6/2015,8/6/2016,2016
Henry,M,2015,Labrador (or Crossbreed),Manhattan,10022,8/6/2015,8/6/2016,2016
Wicket,F,2015,Norfolk Terrier,Brooklyn,11238,8/6/2015,8/6/2016,2016
Albert,M,2011,Boxer,Brooklyn,11222,8/6/2015,7/7/2016,2016
Troy,M,2013,Pit Bull,Queens,11103,8/6/2015,8/6/2016,2016
Pixel,F,2010,Jack Russell Terrier,Brooklyn,11222,8/6/2015,6/30/2016,2016
Zena,F,2008,Miniature Pinscher,Staten Island,10309,8/6/2015,8/20/2017,2016
Hanzo,M,2014,Jack Russell Terrier,Brooklyn,11217,8/6/2015,8/30/2016,2016
Logan,M,2012,"Collie, Border",Queens,11102,8/6/2015,8/12/2016,2016
Scout,F,2009,Yorkshire Terrier,Brooklyn,11211,8/6/2015,8/3/2017,2016
Ebony,F,2004,Chihuahua,Brooklyn,11208,8/6/2015,8/30/2016,2016
Goldie,F,2002,Unknown,Manhattan,10026,8/6/2015,9/28/2016,2016
Lilly,F,2011,Unknown,Queens,11358,8/6/2015,6/21/2016,2016
Clover,F,2009,Unknown,Manhattan,10025,8/6/2015,4/7/2016,2016
Tootsie,M,2009,Papillon,Queens,11367,8/6/2015,8/3/2017,2016
Shadow,M,2007,Unknown,Brooklyn,11225,8/6/2015,3/8/2016,2016
Bella,F,2009,Puggle,Manhattan,10001,8/6/2015,3/23/2016,2016
Kanye,M,2014,"Bull Dog, English",Manhattan,10029,8/6/2015,8/6/2016,2016
Lucky,M,2012,Silky Terrier,Staten Island,10314,8/6/2015,8/6/2016,2016
Woody,M,2014,Schnauzer Crossbreed,Brooklyn,11239,8/6/2015,8/6/2016,2016
Kenken,M,2010,Beagle,Brooklyn,11226,8/6/2015,8/6/2016,2016
Lola,F,2005,Havanese,Manhattan,10028,8/6/2015,9/1/2018,2016
Yaegar,M,2003,Golden Retriever,Queens,11427,8/6/2015,8/8/2016,2016
Sugar,F,2007,Cavalier King Charles Spaniel,Brooklyn,11231,8/6/2015,6/29/2016,2016
Jazzy,F,2006,Akita,Queens,11423,8/6/2015,10/30/2016,2016
Tomy,M,2005,"Poodle, Toy",Queens,11421,8/6/2015,8/5/2016,2016
Cody,M,2012,German Shepherd Dog,Queens,11435,8/6/2015,8/3/2017,2016
Name Not Provided,M,2014,Unknown,Manhattan,10128,8/6/2015,8/14/2016,2016
Sandy,F,2009,Puggle,Brooklyn,11224,8/6/2015,7/28/2018,2016
Jasper,M,2014,Chihuahua,Queens,11104,8/6/2015,5/12/2016,2016
Duke,M,2014,Cavalier King Charles Spaniel,Manhattan,10003,8/6/2015,8/20/2017,2016
Simba,M,2015,Pit Bull,Queens,11356,8/6/2015,8/6/2016,2016
Garol,M,2012,Maltese,Queens,11377,8/6/2015,8/6/2016,2016
Reina,F,2010,Basenji,Brooklyn,11216,8/6/2015,8/6/2020,2016
